set,experiment,k,q_squared,x_b,t,ReH,ImH,ReH_algorithmic_std,ImH_algorithmic_std,xsec_chi2,diff_chi2,joint_chi2,ReH_central,ReH_mean,ReH_std,ReH_q16,ReH_q50,ReH_q84,ImH_central,ImH_mean,ImH_std,ImH_q16,ImH_q50,ImH_q84,corr_ReH_ImH,ReH_half_68,ImH_half_68,cov_ReH_ImH
155,E00-110 Hall A,5.7572,2.348,0.368,-0.279,-1.3148593,4.4652257,0.051970974,0.00807409,0.475009862357143,0.5708460750160764,0.5229279686866097,-1.3148593,-1.3099637,0.07400287,-1.3721347,-1.3037463,-1.2432299,4.4652257,4.4784236,0.04146471,4.4387374,4.4793477,4.515111,0.3686203205652165,0.06445239999999997,0.038186800000000076,0.0011311142344220036
156,E00-110 Hall A,5.7572,2.36,0.371,-0.325,-1.148481,4.0722857,0.032383166,0.020541359,0.4463913583220575,0.4455130591002383,0.4459522087111479,-1.1484811,-1.1446424,0.08447046,-1.2228271,-1.1436863,-1.0499618,4.0722857,4.08016,0.047473848,4.036777,4.081809,4.1271276,0.6400448766513999,0.08643265,0.04517529999999992,0.002566668139814404
157,E00-110 Hall A,5.7572,2.375,0.373,-0.372,-0.8201368,3.9887757,0.050448045,0.022450762,0.3487009967709775,0.5122546531175961,0.4304778249442867,-0.82013667,-0.8310242,0.1000485,-0.93211424,-0.83152926,-0.71770334,3.9887757,3.9954126,0.04719346,3.9550781,3.9987774,4.03843,0.6869973612481608,0.10720544999999998,0.041675949999999906,0.003243750705267739
163,e1-DVCS2 Hall B,5.879999999999999,1.1303,0.125,-0.4465,-2.3156357,1.8374527,0.0057318383,0.03384444,0.3861950874463651,0.156434115007807,0.271314601227086,-2.3156354,-2.3225331,0.11905712,-2.4151857,-2.3226295,-2.2189898,1.8374531,1.8133347,0.24196456,1.579779,1.833137,2.0328922,0.5979543716940416,0.09809794999999988,0.2265566,0.017225632543935457
164,e1-DVCS2 Hall B,5.879999999999999,1.1308,0.1251,-0.6041,-1.441358,0.92256,0.00991073,0.023171814,0.5796121988405163,0.0734014124182626,0.3265068056293895,-1.4413588,-1.448411,0.10013206,-1.5426435,-1.4530888,-1.3449217,0.9225588,0.8828652,0.16999793,0.710755,0.8430469,1.071847,0.606982988658506,0.09886090000000003,0.18054599999999998,0.01033221188528051
165,e1-DVCS2 Hall B,5.879999999999999,1.1311428571428568,0.1252857142857142,-0.8628571428571428,-0.6345502,0.25397825,0.008307453,0.019335616,0.4195901068310192,0.025753240107287,0.2226716734691531,-0.63455045,-0.62641954,0.08190652,-0.7153341,-0.6279243,-0.544433,0.25397897,0.1985509,0.21814899,-0.06745391,0.23650122,0.41690853,0.4531327537479692,0.08545055000000001,0.24218122,0.008096496570109258
167,e1-DVCS2 Hall B,5.879999999999999,1.3003684210526316,0.1541052631578947,-0.1082105263157894,-2.265159,6.4109535,0.07526238,0.021450924,1.0038746942389234,0.0717200152044868,0.5377973547217051,-2.2651587,-2.0856822,0.37761998,-2.382989,-2.11097,-1.7563089,6.4109526,6.4776487,0.34311152,6.097711,6.5079417,6.8182554,0.2055563528226486,0.31334004999999987,0.3602721999999998,0.026633066169889273
172,e1-DVCS2 Hall B,5.879999999999999,1.3024,0.1541999999999999,-0.4469999999999999,-2.4248044,2.4867058,0.011898133,0.039394658,1.0207138777070917,0.0886422432445031,0.5546780604757974,-2.4248052,-2.4264352,0.09511759,-2.522897,-2.436328,-2.336875,2.4867055,2.492095,0.16131073,2.3483522,2.51027,2.6450214,0.6418837687087433,0.09301099999999995,0.1483346000000001,0.009848735824743004
182,e1-DVCS2 Hall B,5.879999999999999,1.4269999999999998,0.156,-0.6032999999999998,-1.2487938,1.4164028,0.038692277,0.008502132,1.0391120537210852,0.0919127349581341,0.5655123943396096,-1.2487946,-1.2431141,0.1026722,-1.340224,-1.262069,-1.1216499,1.4164026,1.4321578,0.14968923,1.2615209,1.4465008,1.5711194,0.5964205068209031,0.10928705000000005,0.15479924999999994,0.00916634058276856
186,e1-DVCS2 Hall B,5.879999999999999,1.4870909090909097,0.1841818181818182,-0.153090909090909,-1.4922034,5.5500526,0.01426477,0.038656674,0.1140564492722567,0.3177320116183878,0.2158942304453222,-1.4922025,-1.391529,0.21416023,-1.5658928,-1.3805104,-1.1964623,5.5500526,5.5880632,0.14864464,5.4219456,5.6155014,5.7494955,0.2336977173713861,0.18471525,0.16377495000000009,0.007439479452253971
188,e1-DVCS2 Hall B,5.879999999999999,1.4878,0.1841,-0.2621,-1.8771858,4.155913,0.051913954,0.05273053,0.3475744385704756,0.2403681623889371,0.2939713004797064,-1.8771864,-1.8648825,0.11686102,-1.9792906,-1.8771777,-1.7172513,4.1559124,4.1711044,0.1412404,4.032198,4.165984,4.305064,0.5498150126468564,0.13101964999999993,0.1364329999999998,0.009074970156823348
189,e1-DVCS2 Hall B,5.879999999999999,1.4881000000000002,0.1841,-0.3405,-2.12488,3.558651,0.017943505,0.015426366,0.7899617557226513,0.178719892371843,0.4843408240472471,-2.12488,-2.1235023,0.11031182,-2.2349486,-2.1362886,-1.9965624,3.558651,3.5788052,0.14699817,3.4612224,3.5552225,3.7134693,0.7023605800947603,0.11919310000000005,0.12612344999999991,0.01138922327534358
190,e1-DVCS2 Hall B,5.879999999999999,1.4882,0.1841,-0.4473,-2.298106,2.9283347,0.06772801,0.010092896,1.4550742206167966,0.1470472495032086,0.8010607350600026,-2.298106,-2.2911196,0.104548186,-2.3969622,-2.284087,-2.187708,2.928335,2.9499352,0.1416065,2.8251302,2.9276214,3.0782967,0.7846250023460034,0.10462709999999986,0.12658325000000015,0.011616139891354144
200,e1-DVCS2 Hall B,5.879999999999999,1.670578947368421,0.185,-0.6039999999999999,-1.4588286,1.7817227,0.029939335,0.03478693,1.36889512041033,0.1958163939459558,0.7823557571781429,-1.4588284,-1.4501178,0.11275067,-1.5559274,-1.4789822,-1.3177062,1.7817223,1.8246613,0.15940446,1.6395074,1.8242123,2.0071611,0.6834150091310194,0.11911060000000007,0.18382684999999988,0.012282990394242767
202,e1-DVCS2 Hall B,5.88,1.6673749999999998,0.1856249999999999,-1.37925,-0.92061305,0.24429607,0.010583506,0.029393485,1.063424120262293,0.0023912651333169,0.5329076926978049,-0.9206128,-0.915374,0.07431911,-0.9780818,-0.9256134,-0.84412295,0.2442956,0.24952699,0.18489021,0.10589879,0.23670816,0.44509748,0.3699868920768933,0.06697942499999998,0.16959934499999998,0.005083943951973722
205,e1-DVCS2 Hall B,5.879999999999999,1.6848181818181815,0.214,-0.2032727272727272,-0.60395753,4.8895626,0.056884307,0.01477717,0.171589189171902,0.5411337035926438,0.3563614463822729,-0.60395736,-0.5587269,0.14002582,-0.6898636,-0.5791304,-0.41626787,4.8895626,4.9006667,0.11221024,4.8118935,4.888582,5.008242,0.4739884101841796,0.13679786500000002,0.09817425000000002,0.007447462728599209
206,e1-DVCS2 Hall B,5.879999999999999,1.6855999999999998,0.214,-0.2622,-1.1556392,4.2152433,0.017155545,0.033061095,0.3517594141336381,0.4421865412382943,0.3969729776859662,-1.1556396,-1.146285,0.12623174,-1.2764254,-1.1430941,-1.0250974,4.2152433,4.207894,0.12888877,4.090616,4.2174063,4.3567553,0.6698088825006863,0.125664,0.13306964999999993,0.010897692527631044
207,e1-DVCS2 Hall B,5.879999999999999,1.685526315789474,0.2142105263157895,-0.3406315789473684,-1.7233624,3.7421286,0.09381246,0.038205523,0.8704740505958406,0.2943850566505993,0.5824295536232199,-1.7233622,-1.7284361,0.13620615,-1.8195851,-1.722258,-1.59264,3.7421284,3.7369955,0.13771348,3.6287184,3.750255,3.886064,0.8193255109895355,0.11347255,0.12867280000000014,0.015368435113779578
208,e1-DVCS2 Hall B,5.88,1.685,0.214625,-0.4475,-2.382058,3.2327056,0.11492,0.05090359,1.7887052631945768,0.22532327743106,1.0070142703128184,-2.3820577,-2.373791,0.14388417,-2.4951644,-2.3956246,-2.2179587,3.232705,3.2480178,0.15748222,3.1140354,3.268206,3.3865771,0.8717076038075467,0.13860285000000006,0.13627084999999983,0.019752195641237185
211,e1-DVCS2 Hall B,5.88,1.6822941176470587,0.2149411764705882,-1.3808235294117648,-1.0951535,0.326478,0.043774683,0.029123904,0.7305824326920773,0.0051822929080996,0.3678823628000885,-1.0951532,-1.1055346,0.06411302,-1.1600568,-1.1194167,-1.0457051,0.32647848,0.34477982,0.15955375,0.17298481,0.3400712,0.5031718,0.5501488132318046,0.05717585000000003,0.16509349499999998,0.005627732301555542
212,e1-DVCS2 Hall B,5.879999999999999,1.931,0.2149090909090909,-0.1085454545454545,3.9704263,5.4659853,0.04160557,0.027460475,0.7178619382704553,0.1005665582654062,0.4092142482679308,3.9704258,3.996437,0.3655759,3.6532893,3.9602597,4.4543166,5.4659853,5.4138355,0.21306147,5.2032876,5.40065,5.6046777,-0.0233692268208009,0.40051365000000017,0.20069504999999976,-0.0018202323172288714
213,e1-DVCS2 Hall B,5.879999999999999,1.9326,0.215,-0.1530999999999999,1.0347608,5.7246523,0.043132503,0.053821832,0.3342866553985281,0.1904826329270255,0.2623846441627768,1.0347607,1.1253588,0.2807726,0.86339974,1.1174785,1.3999474,5.7246523,5.6912093,0.2036295,5.4793744,5.671893,5.894176,0.2979188621504299,0.26827383000000005,0.20740079999999983,0.017033089135536313
219,e1-DVCS2 Hall B,5.879999999999999,1.9312222222222224,0.2149999999999999,-0.8682777777777777,-0.7423662,0.97981,0.29711133,0.052863583,0.3249231026345559,0.100138719930585,0.2125309112825705,-0.7423662,-0.72423875,0.11712834,-0.8438662,-0.7081952,-0.6231455,0.97980976,1.0300944,0.12684342,0.96319443,1.0209507,1.1375282,0.592936967690097,0.11036035,0.08716688499999997,0.008809240351683964
225,e1-DVCS2 Hall B,5.879999999999999,1.8476315789473687,0.244578947368421,-0.3411578947368421,-0.55172116,3.9814653,0.12702678,0.07520204,0.600516668032081,0.3184899453201429,0.459503306676112,-0.5517215,-0.558456,0.20031238,-0.73401195,-0.5443238,-0.3861526,3.9814653,3.9481084,0.12390647,3.8829348,3.947537,4.046658,0.5632616801822182,0.17392967499999998,0.08186159999999987,0.013980154847541813
229,e1-DVCS2 Hall B,5.88,1.8435882352941173,0.2445294117647058,-1.3872941176470588,-0.8392658,0.41365218,0.034174427,0.0053708716,1.362740535140074,0.0109698143317311,0.6868551747359026,-0.8392657,-0.8352787,0.08059683,-0.91670066,-0.84876,-0.76720804,0.41365218,0.4287367,0.1488893,0.2987933,0.43069148,0.58449703,0.8184820039198881,0.07474630999999998,0.142851865,0.009821788631290065
231,e1-DVCS2 Hall B,5.88,2.1675,0.245,-0.15325,4.1871824,4.452543,0.05218251,0.05729945,0.3764604478696933,0.2975205273016294,0.3369904875856613,4.187182,4.182086,0.24754724,3.9443896,4.1348476,4.5173416,4.4525433,4.414048,0.14991626,4.2552686,4.418512,4.5941787,0.0264033497892614,0.28647599999999995,0.16945504999999983,0.0009798641240279563
234,e1-DVCS2 Hall B,5.879999999999999,2.1722,0.2450999999999999,-0.3406,-0.25942323,3.8109152,0.068651974,0.042486344,0.8081866484436734,0.3872212417914704,0.5977039451175719,-0.2594238,-0.28748205,0.16901158,-0.44728705,-0.2767802,-0.15187335,3.8109152,3.7876728,0.16386363,3.6444745,3.7902198,3.9324245,0.7156685869195801,0.14770685,0.1439750000000002,0.019820334887872878
247,e1-DVCS2 Hall B,5.88,1.990076923076923,0.2749230769230769,-1.401923076923077,-0.9240607,0.61029196,0.027638644,0.01720117,1.5971852679054086,0.0307189753264685,0.8139521216159386,-0.9240606,-0.93005294,0.13102804,-1.0424268,-0.9700312,-0.83120286,0.61029196,0.6093639,0.1761424,0.47028044,0.616717,0.76924986,0.8342693630306453,0.10561197000000005,0.14948470999999997,0.019254597712268413
251,e1-DVCS2 Hall B,5.879999999999999,2.4038181818181816,0.2750000000000001,-0.2622727272727273,6.1673336,4.6693563,0.7037188,0.09300341,0.570552097829168,0.656629026825966,0.613590562327567,6.1673355,6.070941,0.5085506,5.40241,6.108747,6.5527153,4.6693563,4.6526833,0.1272718,4.554764,4.6525397,4.771489,-0.0260977292842896,0.5751526500000002,0.10836250000000014,-0.0016891533514605658
254,e1-DVCS2 Hall B,5.879999999999999,2.4075333333333333,0.275,-0.6055333333333335,-0.6452316,2.221343,0.11643032,0.041693285,0.9160924074796568,0.189578116122197,0.5528352618009269,-0.6452318,-0.6109879,0.20688374,-0.7845715,-0.6735413,-0.4360688,2.221343,2.26327,0.15705505,2.107199,2.2706566,2.4192383,0.812166201364266,0.17425135,0.15601964999999995,0.026389014774820946
263,e1-DVCS2 Hall B,5.879999999999999,2.1629444444444443,0.3048888888888889,-0.6072222222222223,2.70172,2.4760334,0.0094027035,0.019307222,1.0316930291332216,0.1028905774340244,0.5672918032836229,2.70172,2.7218418,0.15485394,2.5389287,2.7225537,2.8859937,2.4760337,2.4852636,0.14982715,2.3212202,2.4988334,2.6573215,-0.6289895909954957,0.1735325000000001,0.16805065000000008,-0.014593391605589067
265,e1-DVCS2 Hall B,5.88,2.1554117647058826,0.3045882352941176,-1.4151764705882353,-1.0132685,0.8214977,0.028452097,0.023509873,1.369462194022136,0.0844085138800335,0.7269353539510847,-1.0132687,-1.0399834,0.18982579,-1.2145638,-1.0636137,-0.88060695,0.8214977,0.80357933,0.19132805,0.66479576,0.8277799,0.98703057,0.7994580602156581,0.16697842500000004,0.16111740500000005,0.029035515882253678
268,e1-DVCS2 Hall B,5.88,2.6525,0.3045833333333334,-0.2036666666666666,0.2256636,3.3878047,0.08827396,0.06924219,1.0094690617480386,0.2161453627875727,0.6128072122678057,0.22566319,0.18737334,0.175546,0.006717929,0.1784953,0.38723215,3.3878045,3.401381,0.11822612,3.2815962,3.4067454,3.527396,0.1059462083789434,0.1902571105,0.12289989999999995,0.002198820583030308
271,e1-DVCS2 Hall B,5.879999999999999,2.6497,0.3049999999999999,-0.4478,5.076911,3.0188835,0.15159252,0.10771616,0.2165586675433117,0.2736732739417729,0.2451159707425423,5.0769114,5.082679,0.237713,4.885515,5.062712,5.35341,3.0188837,3.027411,0.10872517,2.939237,3.0314174,3.114351,-0.4425791681889748,0.2339475000000002,0.08755700000000011,-0.011438629586202516
281,e1-DVCS2 Hall B,5.879999999999999,2.2957894736842106,0.3347894736842105,-0.6079473684210526,1.4098943,2.5754821,0.03482876,0.04109908,1.1200089980190011,0.0818205742264418,0.6009147861227214,1.4098945,1.3827497,0.21636978,1.1566267,1.3495762,1.6156344,2.5754824,2.6041172,0.14181042,2.437085,2.6124148,2.7462633,-0.5652363418080625,0.22950385000000006,0.15458914999999984,-0.017343423289422847
282,e1-DVCS2 Hall B,5.88,2.29625,0.3349375,-0.872125,1.920007,1.5444767,0.034123577,0.06851325,0.6900805451569182,0.025766763831452,0.3579236544941851,1.9200075,1.9222784,0.14227654,1.7903079,1.9037261,2.0994701,1.5444772,1.5818106,0.12681875,1.4427692,1.5942837,1.6981157,-0.715638390920821,0.15458110000000003,0.12767324999999996,-0.012912501764285557
283,e1-DVCS2 Hall B,5.879999999999999,2.285555555555556,0.3346111111111111,-1.4262777777777778,-0.89477766,0.9463351,0.1181553,0.032546792,1.0640856677192445,0.0920737757511898,0.578079721735217,-0.8947774,-0.94200027,0.23591797,-1.1292653,-0.97787505,-0.75454867,0.9463351,0.9252924,0.17357059,0.80050844,0.9588766,1.060159,0.6856543717917425,0.18735831499999994,0.12982528000000004,0.028076464044262863
289,e1-DVCS2 Hall B,5.879999999999999,2.853105263157895,0.335,-0.6061578947368421,4.1061964,2.139864,0.05498183,0.023544302,0.1368653883901748,0.1270011211055854,0.1319332547478801,4.1061964,4.0954638,0.15781833,3.9571111,4.098055,4.242327,2.1398637,2.1725004,0.11761297,2.0400765,2.1835625,2.2847784,-0.6810565676808822,0.14260795000000015,0.12235094999999996,-0.012641419570514432
298,e1-DVCS2 Hall B,5.88,2.421058823529412,0.3649411764705882,-0.8754117647058822,1.6824498,1.5761423,0.07742211,0.0797159,0.4744295331856188,0.0106038788716005,0.2425167060286097,1.6824495,1.652141,0.15747978,1.4925493,1.6405663,1.8486758,1.5761423,1.6262274,0.1333445,1.4908813,1.6395606,1.7617174,-0.7120990261087848,0.17806325,0.13541804999999996,-0.014953411972687423
299,e1-DVCS2 Hall B,5.879999999999999,2.4166666666666665,0.3648666666666667,-1.4036,-0.42003536,1.009408,0.045812346,0.018549398,1.1403302216729223,0.0802392300905296,0.610284725881726,-0.4200362,-0.43748614,0.27207166,-0.6380631,-0.4871821,-0.24363473,1.0094075,0.99121976,0.13291343,0.9105882,1.0125713,1.095269,0.4626099491244886,0.197214185,0.09234040000000004,0.016728890588352037
303,e1-DVCS2 Hall B,5.879999999999999,3.0536086956521733,0.3646521739130435,-0.3419565217391304,-0.48250723,4.060749,0.029512636,0.025374215,0.1336144169378003,0.4048045988605894,0.2692095078991948,-0.48250717,-0.48846948,0.113628864,-0.5910119,-0.46558246,-0.37875825,4.060749,4.0555325,0.06313801,3.9886353,4.0660405,4.112367,0.5902449597709752,0.10612682500000001,0.06186585,0.004234594622368193
305,e1-DVCS2 Hall B,5.879999999999999,3.0394499999999995,0.365,-0.6067,3.0841777,2.4987717,0.13844919,0.03327456,0.2792954788780183,0.2633375268061674,0.2713165028420928,3.084178,3.01886,0.21239781,2.823576,3.0208683,3.2211761,2.4987717,2.540831,0.11512841,2.413522,2.5490654,2.6413126,-0.5321220889056567,0.19880005,0.11389530000000003,-0.01301199322799471
313,e1-DVCS2 Hall B,5.88,2.5495,0.3995,-0.8785000000000001,0.7340106,1.8807906,0.089198075,0.062163424,1.432875629864926,0.0786543789942178,0.755765004429572,0.7340106,0.6757631,0.22226705,0.4848138,0.6937073,0.8679171,1.8807906,1.9477726,0.13771543,1.7829732,1.9310867,2.088826,-0.4117965108787714,0.19155165,0.15292640000000002,-0.012604927453533048
320,e1-DVCS2 Hall B,5.88,3.25,0.3997058823529412,-0.8732941176470588,1.8081105,1.5831807,0.029283559,0.021150315,0.1723670565254479,0.0684657704319735,0.1204164134787107,1.8081105,1.8005387,0.23393585,1.585992,1.8204699,2.0251412,1.5831807,1.6209745,0.12246363,1.5023826,1.5945443,1.7466857,-0.5902973211895322,0.21957460000000006,0.12215155,-0.0169112115388544
321,e1-DVCS2 Hall B,5.879999999999999,3.2431333333333328,0.3992666666666667,-1.4042666666666668,-0.9564197,0.9498799,0.07398749,0.032078598,0.8863853205259224,0.1006036726924315,0.493494496609177,-0.956419,-0.55771863,1.029161,-1.2441117,-1.0411286,1.1626108,0.94987893,0.8728617,0.22751406,0.71872914,0.8572861,1.0993416,0.2941032496053982,1.20336125,0.19030623000000002,0.06886386341637284
334,E12-06-114 Hall A,7.383,3.167,0.363,-0.210832279,-0.8266276,5.554928,0.013597709,0.0071377335,0.7283637828215866,0.2418727986640799,0.4851182907428333,-0.82662714,-0.80739677,0.121004,-0.90083975,-0.8193241,-0.67423713,5.554928,5.5449567,0.095978595,5.4390826,5.546338,5.625845,0.4147260313734793,0.11330131000000004,0.09338120000000005,0.0048165426572266525
335,E12-06-114 Hall A,7.383,3.169,0.363,-0.296641104,-1.0929576,4.3698187,0.010620222,0.037957106,0.5847836195027433,0.3395245624524621,0.4621540909776027,-1.092958,-1.0941919,0.09460589,-1.1950362,-1.0902851,-1.0140455,4.3698187,4.3665624,0.06801951,4.2999673,4.366705,4.4454837,0.5521905513522716,0.09049535000000009,0.0727582,0.0035533717538352313
336,E12-06-114 Hall A,7.383,3.18,0.365,-0.384877942,-0.52279395,4.061617,0.043805577,0.0064269667,0.3708309037040031,0.3872055505600102,0.3790182271320067,-0.52279425,-0.5355755,0.109691575,-0.63676786,-0.5217793,-0.42757565,4.061617,4.055005,0.062110044,3.9898818,4.065375,4.110714,0.6876343586323429,0.104596105,0.06041609999999986,0.004684817506353876
337,E12-06-114 Hall A,7.383,3.184,0.365,-0.47089589,0.23750293,4.1131587,0.19567083,0.017466096,0.4229425830728834,0.5293485290960235,0.4761455560844534,0.23750311,0.22371256,0.16184342,0.055156883,0.2079108,0.38020048,4.1131587,4.115606,0.05457463,4.0673294,4.1141977,4.167928,0.6747596912645586,0.1625217985,0.050299299999999825,0.005959845178330284
339,E12-06-114 Hall A,8.521,3.65,0.367,-0.204594263,-0.8926283,5.1292152,0.012117518,0.03960688,0.187945182988987,0.2454668604313029,0.2167060217101449,-0.892629,-0.87433046,0.12264994,-0.985347,-0.8846504,-0.739656,5.1292152,5.115017,0.119464286,4.983031,5.1182775,5.2511168,0.3240756736323506,0.1228455,0.13404289999999985,0.00474844994507201
340,E12-06-114 Hall A,8.521,3.653,0.367,-0.265805007,-1.649923,4.4745827,0.036049575,0.01838243,0.2135043487446622,0.1153825496693726,0.1644434492070174,-1.649923,-1.6392998,0.07732278,-1.7110368,-1.6483473,-1.5664912,4.4745836,4.4792266,0.08104626,4.4002347,4.479844,4.556201,0.4714506070618161,0.07227280000000003,0.07798314999999967,0.002954449953326148
341,E12-06-114 Hall A,8.521,3.669,0.369,-0.330337229,-1.3022915,3.8572457,0.03414571,0.05736991,0.287438763115711,0.1057041714928492,0.1965714673042801,-1.3022916,-1.2942694,0.069051154,-1.3696269,-1.2924495,-1.2196063,3.8572457,3.8589182,0.0654032,3.7943742,3.8476243,3.9117024,0.5860886263610857,0.07501030000000009,0.058664099999999886,0.002646873782478798
342,E12-06-114 Hall A,8.521,3.678,0.3699999999999999,-0.3925153669999999,-1.0553861,3.8345892,0.07337198,0.013554031,0.3006884100820188,0.1937994706494028,0.2472439403657108,-1.0553858,-1.0583713,0.07295371,-1.1223308,-1.0599291,-0.9863889,3.8345892,3.8328598,0.058645323,3.770739,3.8293402,3.8836904,0.5992069501281311,0.06797095000000003,0.05647570000000002,0.0025636433524751094
343,E12-06-114 Hall A,8.521,3.679,0.3699999999999999,-0.480519034,-0.50569165,4.018886,0.05741115,0.032357275,0.7498145095486425,0.902217149433314,0.8260158294909782,-0.50569177,-0.52801406,0.1181715,-0.65366024,-0.51932037,-0.41636983,4.018886,4.0181155,0.06576706,3.9584906,4.0155334,4.092059,0.7550133823488908,0.118645205,0.06678419999999985,0.005867807063580251
344,E12-06-114 Hall A,10.591,4.532,0.369,-0.2094224999999999,-1.8250816,4.256547,0.03682052,0.029361486,0.0808162800247174,0.0775435594221469,0.0791799197234321,-1.8250816,-1.8043969,0.16060448,-1.9387127,-1.7911508,-1.6645585,4.2565465,4.251918,0.19957426,3.9993973,4.2605734,4.4119477,0.3262894684674868,0.13707709999999995,0.20627519999999988,0.01045839979498672
345,E12-06-114 Hall A,10.591,4.55,0.3699999999999999,-0.27194461,-2.263362,3.9269736,0.017549533,0.03563878,0.1939633655368322,0.1173324694090703,0.1556479174729513,-2.2633612,-2.238614,0.09925037,-2.3215396,-2.2340262,-2.1459587,3.9269736,3.9565673,0.122105725,3.8402011,3.9674935,4.0707808,0.4818592544231974,0.08779044999999996,0.11528984999999992,0.005839670800699655
346,E12-06-114 Hall A,10.591,4.574,0.372,-0.335577073,-1.8455852,3.4843218,0.03609715,0.03233858,0.2733106207801317,0.1368984302827267,0.2051045255314292,-1.8455852,-1.8202155,0.06897499,-1.882515,-1.8264122,-1.7432417,3.4843218,3.5237951,0.090392046,3.451823,3.52633,3.6004572,0.5947417154904836,0.06963664999999997,0.07431710000000002,0.0037080899792148714
347,E12-06-114 Hall A,10.591,4.585,0.373,-0.398799717,-1.343866,3.4576497,0.034183428,0.0133266905,0.2730540139509143,0.0671915204810684,0.1701227672159913,-1.3438662,-1.324887,0.08907537,-1.4351051,-1.3164415,-1.2464018,3.4576495,3.4852307,0.09606905,3.4033368,3.4706626,3.576504,0.7691699515551015,0.09435165000000001,0.08658359999999998,0.006582084309123473
348,E12-06-114 Hall A,10.591,4.568,0.371,-0.483372835,-0.646175,3.709992,0.046569638,0.03358461,0.4588169110149071,0.1711877169882751,0.3150023140015911,-0.64617455,-0.6438408,0.15557216,-0.80537,-0.6318816,-0.509936,3.709992,3.71845,0.12209407,3.6017725,3.7218924,3.8312685,0.8679515496378822,0.14771700000000004,0.11474800000000007,0.01648625206419448
349,E12-06-114 Hall A,4.487,2.7069999999999994,0.4829999999999999,-0.34805523,-1.9996189,5.1199856,0.15522704,0.015914002,0.0933830796087079,0.7634002068135656,0.4283916432111367,-1.9996186,-2.041221,0.27660856,-2.385245,-2.0120335,-1.7283624,5.119985,5.117936,0.1273483,4.997945,5.1187263,5.2366257,0.071788661827573,0.32844129999999994,0.11934035000000032,0.002528800831222521
350,E12-06-114 Hall A,4.487,2.708,0.4829999999999999,-0.390576327,-2.3707757,4.6804705,0.13084404,0.042098917,0.1342821000211844,0.3641816597615808,0.2492318798913826,-2.370776,-2.4168687,0.25524873,-2.7383254,-2.3864775,-2.1343534,4.6804705,4.6730194,0.11732925,4.5618396,4.6841354,4.8045797,0.3533617847392349,0.30198599999999987,0.1213700499999999,0.010582528925950135
351,E12-06-114 Hall A,4.487,2.713,0.484,-0.435055174,-2.4249642,4.3416433,0.15202045,0.061493006,0.1454844651448201,0.3819896348253188,0.2637370499850694,-2.4249651,-2.4707801,0.23115878,-2.7293417,-2.4384565,-2.2327986,4.3416433,4.3340755,0.11611069,4.214445,4.341236,4.4631658,0.5967722340533763,0.2482715499999999,0.1243603999999996,0.0160173700116312
352,E12-06-114 Hall A,4.487,2.715,0.485,-0.47977747,-2.3676112,4.094202,0.045685895,0.05956834,0.1631801618324033,0.4171285500370638,0.2901543559347336,-2.3676112,-2.4143527,0.20888638,-2.6529794,-2.3842292,-2.2158194,4.0942025,4.091294,0.11874141,3.9660182,4.107951,4.2237062,0.7305802756288245,0.21858,0.12884399999999974,0.018120921047685146
354,E12-06-114 Hall A,8.851,4.497,0.497,-0.409743989,-0.49888402,4.3229656,0.11693641,0.047416262,0.0377429307588064,0.1051531732177311,0.0714480519882688,-0.49888384,-0.48972827,0.11047788,-0.59348834,-0.50084007,-0.3596416,4.322965,4.312007,0.05248969,4.26547,4.3117065,4.3684745,-0.3342087777266302,0.11692336999999997,0.05150224999999997,-0.0019380598823306886
355,E12-06-114 Hall A,8.851,4.528,0.501,-0.479541698,-0.94088674,4.1538014,0.02609032,0.046562973,0.0922596059131085,0.0740210680709643,0.0831403369920364,-0.9408871,-0.9429324,0.08597235,-1.0309287,-0.9393117,-0.8412746,4.1538005,4.1531973,0.03288955,4.123872,4.1570415,4.192254,0.178143988746243,0.09482705000000002,0.03419099999999986,0.0005037185003149005
356,E12-06-114 Hall A,8.851,4.558,0.504,-0.547491577,-0.9074727,3.87996,0.068106726,0.0427667,0.2113030275607818,0.0659193471054489,0.1386111873331153,-0.9074725,-0.9243933,0.08067676,-1.013563,-0.9202785,-0.83990043,3.8799598,3.883106,0.0326173,3.849335,3.8850641,3.9127603,0.4713441063404892,0.08683128499999998,0.03171265000000001,0.0012403222589509259
359,E12-06-114 Hall A,8.847,5.331,0.482,-0.385372291,-0.24893878,2.9114137,0.057945624,0.09362538,0.0274663016355963,0.0273014418589091,0.0273838717472527,-0.24893881,-0.23844755,0.1405676,-0.3531156,-0.25843543,-0.099537246,2.9114137,2.8934197,0.10143048,2.804144,2.9022818,2.9919407,-0.0506955389678532,0.12678917699999998,0.09389834999999991,-0.0007228088397419641
360,E12-06-114 Hall A,8.847,5.339000000000001,0.4829999999999999,-0.445598869,-0.9960996,3.1769004,0.064996466,0.045688424,0.0627412908588992,0.0857144273042421,0.0742278590815706,-0.9960997,-0.97980225,0.10550776,-1.0744368,-0.9702823,-0.8714782,3.1769,3.1699352,0.07337814,3.1185699,3.1759872,3.234847,0.3048240010324764,0.1014793,0.05813855000000001,0.0023599361937046977
